Cidade;Cursos;Disputa;Nota;Sigla
Espirito Santo, Brasil;Ciências Biológicas;Ampla concor.;650,69;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial;598,65;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;588,99;UFES
Espirito Santo, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;623,49;UFES
Espirito Santo, Brasil;Ciências Biológicas;Escola Pública;633,51;UFES
Espirito Santo, Brasil;Ciências Biológicas;PNE racial 1,5 salário mínimo;430,07;UFES
Espirito Santo, Brasil;Eng de Alimentos;Ampla concor.;599,88;UFES
Espirito Santo, Brasil;Eng de Alimentos;Cota racial;576,69;UFES
Espirito Santo, Brasil;Eng de Alimentos;Cota racial 1,5 salário mínimo;572,97;UFES
Espirito Santo, Brasil;Eng de Alimentos;Esc. Pública 1,5 salário mínimo;634,14;UFES
Espirito Santo, Brasil;Eng de Alimentos;Escola Pública;607,41;UFES
Espirito Santo, Brasil;Eng de Alimentos;PNE racial;481,95;UFES
Espirito Santo, Brasil;Eng Florestal;Ampla concor.;620,27;UFES
Espirito Santo, Brasil;Eng Florestal;Cota racial;573,33;UFES
Espirito Santo, Brasil;Eng Florestal;Cota racial 1,5 salário mínimo;561,58;UFES
Espirito Santo, Brasil;Eng Florestal;Esc. Pública 1,5 salário mínimo;597,87;UFES
Espirito Santo, Brasil;Eng Florestal;Escola Pública;611,88;UFES
Espirito Santo, Brasil;Eng Florestal;PNE racial 1,5 salário mínimo;499,37;UFES
Espirito Santo, Brasil;Eng Química;Ampla concor.;669,55;UFES
Espirito Santo, Brasil;Eng Química;Cota racial;619,08;UFES
Espirito Santo, Brasil;Eng Química;Cota racial 1,5 salário mínimo;605,78;UFES
Espirito Santo, Brasil;Eng Química;Esc. Pública 1,5 salário mínimo;651,65;UFES
Espirito Santo, Brasil;Eng Química;Escola Pública;693,81;UFES
Espirito Santo, Brasil;Geologia;Ampla concor.;595,64;UFES
Espirito Santo, Brasil;Geologia;Cota racial;570,67;UFES
Espirito Santo, Brasil;Geologia;Cota racial 1,5 salário mínimo;570,41;UFES
Espirito Santo, Brasil;Geologia;Esc. Pública 1,5 salário mínimo;579,11;UFES
Espirito Santo, Brasil;Geologia;Escola Pública;604,17;UFES
Espirito Santo, Brasil;Matemática;Ampla concor.;541,09;UFES
Espirito Santo, Brasil;Matemática;Cota racial;544,4;UFES
Espirito Santo, Brasil;Matemática;Cota racial 1,5 salário mínimo;532,48;UFES
Espirito Santo, Brasil;Matemática;Esc. Pública 1,5 salário mínimo;557,83;UFES
Espirito Santo, Brasil;Matemática;Escola Pública;553,03;UFES
Espirito Santo, Brasil;Medicina Veterinária;Ampla concor.;743,28;UFES
Espirito Santo, Brasil;Medicina Veterinária;Cota racial;704,23;UFES
Espirito Santo, Brasil;Medicina Veterinária;Cota racial 1,5 salário mínimo;701,72;UFES
Espirito Santo, Brasil;Medicina Veterinária;Esc. Pública 1,5 salário mínimo;736,65;UFES
Espirito Santo, Brasil;Medicina Veterinária;Escola Pública;735,03;UFES
Espirito Santo, Brasil;Medicina Veterinária;PNE racial;495,1;UFES
Espirito Santo, Brasil;Medicina Veterinária;PNE racial 1,5 salário mínimo;551,03;UFES
Espirito Santo, Brasil;Nutrição;Ampla concor.;693;UFES
Espirito Santo, Brasil;Nutrição;Cota racial;627,37;UFES
Espirito Santo, Brasil;Nutrição;Cota racial 1,5 salário mínimo;608,88;UFES
Espirito Santo, Brasil;Nutrição;Esc. Pública 1,5 salário mínimo;660,81;UFES
Espirito Santo, Brasil;Nutrição;Escola Pública;689,94;UFES
Espirito Santo, Brasil;Nutrição;PNE racial;509,79;UFES
Espirito Santo, Brasil;Nutrição;PNE racial 1,5 salário mínimo;515,39;UFES
Espirito Santo, Brasil;Zootecnia;Ampla concor.;611,55;UFES
Espirito Santo, Brasil;Zootecnia;Cota racial;586,47;UFES
Espirito Santo, Brasil;Zootecnia;Cota racial 1,5 salário mínimo;586,49;UFES
Espirito Santo, Brasil;Zootecnia;Esc. Pública 1,5 salário mínimo;603,81;UFES
Espirito Santo, Brasil;Zootecnia;Escola Pública;599,97;UFES
Espirito Santo, Brasil;Zootecnia;PNE racial;443,62;UFES
Espirito Santo, Brasil;Zootecnia;PNE racial 1,5 salário mínimo;470,03;UFES
Espirito Santo, Brasil;Agronomia;Ampla concor.;630,89;UFES
Espirito Santo, Brasil;Agronomia;Cota racial;596,78;UFES
Espirito Santo, Brasil;Agronomia;Cota racial 1,5 salário mínimo;592,27;UFES
Espirito Santo, Brasil;Agronomia;Esc. Pública 1,5 salário mínimo;609,88;UFES
Espirito Santo, Brasil;Agronomia;Escola Pública;655,79;UFES
Espirito Santo, Brasil;Agronomia;PNE racial;484,69;UFES
Espirito Santo, Brasil;Agronomia;PNE racial 1,5 salário mínimo;486,2;UFES
Espirito Santo, Brasil;Ciências Biológicas;Ampla concor.;661,31;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial;619,45;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;604,43;UFES
Espirito Santo, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;641,04;UFES
Espirito Santo, Brasil;Ciências Biológicas;Escola Pública;674,88;UFES
Espirito Santo, Brasil;Enfermagem;Ampla concor.;704,77;UFES
Espirito Santo, Brasil;Enfermagem;Cota racial;659,25;UFES
Espirito Santo, Brasil;Enfermagem;Cota racial 1,5 salário mínimo;662,87;UFES
Espirito Santo, Brasil;Enfermagem;Esc. Pública 1,5 salário mínimo;685,36;UFES
Espirito Santo, Brasil;Enfermagem;Escola Pública;699,77;UFES
Espirito Santo, Brasil;Enfermagem;PNE racial;464,34;UFES
Espirito Santo, Brasil;Enfermagem;PNE racial 1,5 salário mínimo;564,6;UFES
Espirito Santo, Brasil;Eng da Computação;Ampla concor.;699,21;UFES
Espirito Santo, Brasil;Eng da Computação;Cota racial;655,89;UFES
Espirito Santo, Brasil;Eng da Computação;Cota racial 1,5 salário mínimo;647,89;UFES
Espirito Santo, Brasil;Eng da Computação;Esc. Pública 1,5 salário mínimo;677,34;UFES
Espirito Santo, Brasil;Eng da Computação;Escola Pública;702,16;UFES
Espirito Santo, Brasil;Eng da Computação;PNE racial;449,57;UFES
Espirito Santo, Brasil;Eng da Computação;PNE racial 1,5 salário mínimo;613,95;UFES
Espirito Santo, Brasil;Eng de Petróleo;Ampla concor.;670,21;UFES
Espirito Santo, Brasil;Eng de Petróleo;Cota racial;623,98;UFES
Espirito Santo, Brasil;Eng de Petróleo;Cota racial 1,5 salário mínimo;582,97;UFES
Espirito Santo, Brasil;Eng de Petróleo;Esc. Pública 1,5 salário mínimo;642,55;UFES
Espirito Santo, Brasil;Eng de Petróleo;Escola Pública;666,93;UFES
Espirito Santo, Brasil;Eng de Petróleo;PNE racial;547,73;UFES
Espirito Santo, Brasil;Eng de Produção;Ampla concor.;653,95;UFES
Espirito Santo, Brasil;Eng de Produção;Cota racial;608,47;UFES
Espirito Santo, Brasil;Eng de Produção;Cota racial 1,5 salário mínimo;581,91;UFES
Espirito Santo, Brasil;Eng de Produção;Esc. Pública 1,5 salário mínimo;618,93;UFES
Espirito Santo, Brasil;Eng de Produção;Escola Pública;638,37;UFES
Espirito Santo, Brasil;Eng Química;Ampla concor.;677,75;UFES
Espirito Santo, Brasil;Eng Química;Cota racial;591,84;UFES
Espirito Santo, Brasil;Eng Química;Cota racial 1,5 salário mínimo;589,44;UFES
Espirito Santo, Brasil;Eng Química;Esc. Pública 1,5 salário mínimo;656,05;UFES
Espirito Santo, Brasil;Eng Química;Escola Pública;643,37;UFES
Espirito Santo, Brasil;Eng Química;PNE racial 1,5 salário mínimo;434,45;UFES
Espirito Santo, Brasil;Farmácia;Ampla concor.;689,06;UFES
Espirito Santo, Brasil;Farmácia;Cota racial;658,88;UFES
Espirito Santo, Brasil;Farmácia;Cota racial 1,5 salário mínimo;637,75;UFES
Espirito Santo, Brasil;Farmácia;Esc. Pública 1,5 salário mínimo;657,64;UFES
Espirito Santo, Brasil;Farmácia;Escola Pública;685,15;UFES
Espirito Santo, Brasil;Farmácia;PNE racial;425,51;UFES
Espirito Santo, Brasil;Farmácia;PNE racial 1,5 salário mínimo;362,47;UFES
Espirito Santo, Brasil;Matem Industrial;Ampla concor.;547,59;UFES
Espirito Santo, Brasil;Matem Industrial;Cota racial;550,61;UFES
Espirito Santo, Brasil;Matem Industrial;Cota racial 1,5 salário mínimo;523,58;UFES
Espirito Santo, Brasil;Matem Industrial;Esc. Pública 1,5 salário mínimo;537,09;UFES
Espirito Santo, Brasil;Matem Industrial;Escola Pública;518,19;UFES
Espirito Santo, Brasil;Matem Industrial;PNE racial 1,5 salário mínimo;579,33;UFES
Espirito Santo, Brasil;Pedagogia;Ampla concor.;591,03;UFES
Espirito Santo, Brasil;Pedagogia;Cota racial;575,51;UFES
Espirito Santo, Brasil;Pedagogia;Cota racial 1,5 salário mínimo;577,32;UFES
Espirito Santo, Brasil;Pedagogia;Esc. Pública 1,5 salário mínimo;587,04;UFES
Espirito Santo, Brasil;Pedagogia;Escola Pública;608,1;UFES
Espirito Santo, Brasil;Pedagogia;PNE racial 1,5 salário mínimo;481,45;UFES
Espirito Santo, Brasil;Administração;Ampla concor.;683,26;UFES
Espirito Santo, Brasil;Administração;Ampla concor.;683,8;UFES
Espirito Santo, Brasil;Administração;Ampla concor.;684,11;UFES
Espirito Santo, Brasil;Administração;Ampla concor.;694,81;UFES
Espirito Santo, Brasil;Administração;Cota racial;629,49;UFES
Espirito Santo, Brasil;Administração;Cota racial;640;UFES
Espirito Santo, Brasil;Administração;Cota racial;652,68;UFES
Espirito Santo, Brasil;Administração;Cota racial;654,45;UFES
Espirito Santo, Brasil;Administração;Cota racial 1,5 salário mínimo;628,44;UFES
Espirito Santo, Brasil;Administração;Cota racial 1,5 salário mínimo;638,97;UFES
Espirito Santo, Brasil;Administração;Cota racial 1,5 salário mínimo;641,03;UFES
Espirito Santo, Brasil;Administração;Cota racial 1,5 salário mínimo;643,55;UFES
Espirito Santo, Brasil;Administração;Esc. Pública 1,5 salário mínimo;654,29;UFES
Espirito Santo, Brasil;Administração;Esc. Pública 1,5 salário mínimo;658,46;UFES
Espirito Santo, Brasil;Administração;Esc. Pública 1,5 salário mínimo;661,56;UFES
Espirito Santo, Brasil;Administração;Esc. Pública 1,5 salário mínimo;667,13;UFES
Espirito Santo, Brasil;Administração;Escola Pública;662,27;UFES
Espirito Santo, Brasil;Administração;Escola Pública;674,68;UFES
Espirito Santo, Brasil;Administração;Escola Pública;683,23;UFES
Espirito Santo, Brasil;Administração;Escola Pública;695,98;UFES
Espirito Santo, Brasil;Administração;PNE racial;495,44;UFES
Espirito Santo, Brasil;Administração;PNE racial;582,21;UFES
Espirito Santo, Brasil;Administração;PNE racial 1,5 salário mínimo;488,49;UFES
Espirito Santo, Brasil;Administração;PNE racial 1,5 salário mínimo;521,86;UFES
Espirito Santo, Brasil;Administração;PNE racial 1,5 salário mínimo;555,35;UFES
Espirito Santo, Brasil;Administração;PNE racial 1,5 salário mínimo;603,03;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;Ampla concor.;739,89;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;Cota racial;682,23;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;Cota racial 1,5 salário mínimo;666,7;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;Esc. Pública 1,5 salário mínimo;718,83;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;Escola Pública;738,41;UFES
Espirito Santo, Brasil;Arquitetura e Urb.;PNE racial;522,45;UFES
Espirito Santo, Brasil;Arquivologia;Ampla concor.;614,86;UFES
Espirito Santo, Brasil;Arquivologia;Cota racial;576,79;UFES
Espirito Santo, Brasil;Arquivologia;Cota racial 1,5 salário mínimo;581,09;UFES
Espirito Santo, Brasil;Arquivologia;Esc. Pública 1,5 salário mínimo;594,77;UFES
Espirito Santo, Brasil;Arquivologia;Escola Pública;603,99;UFES
Espirito Santo, Brasil;Arquivologia;PNE racial;505,26;UFES
Espirito Santo, Brasil;Artes Plásticas;Ampla concor.;682,36;UFES
Espirito Santo, Brasil;Artes Plásticas;Cota racial;624,16;UFES
Espirito Santo, Brasil;Artes Plásticas;Cota racial 1,5 salário mínimo;621,06;UFES
Espirito Santo, Brasil;Artes Plásticas;Esc. Pública 1,5 salário mínimo;650,45;UFES
Espirito Santo, Brasil;Artes Plásticas;Escola Pública;645,9;UFES
Espirito Santo, Brasil;Artes Plásticas;PNE racial 1,5 salário mínimo;477,19;UFES
Espirito Santo, Brasil;Artes Visuais;Ampla concor.;663,73;UFES
Espirito Santo, Brasil;Artes Visuais;Cota racial;617,91;UFES
Espirito Santo, Brasil;Artes Visuais;Cota racial 1,5 salário mínimo;631,15;UFES
Espirito Santo, Brasil;Artes Visuais;Esc. Pública 1,5 salário mínimo;629,95;UFES
Espirito Santo, Brasil;Artes Visuais;Escola Pública;679,61;UFES
Espirito Santo, Brasil;Biblioteconomia;Ampla concor.;606,2;UFES
Espirito Santo, Brasil;Biblioteconomia;Cota racial;596,85;UFES
Espirito Santo, Brasil;Biblioteconomia;Cota racial 1,5 salário mínimo;600,72;UFES
Espirito Santo, Brasil;Biblioteconomia;Esc. Pública 1,5 salário mínimo;600,34;UFES
Espirito Santo, Brasil;Biblioteconomia;Escola Pública;605,35;UFES
Espirito Santo, Brasil;Biblioteconomia;PNE racial 1,5 salário mínimo;514,98;UFES
Espirito Santo, Brasil;Ciênc Computação;Ampla concor.;766,57;UFES
Espirito Santo, Brasil;Ciênc Computação;Cota racial;725,69;UFES
Espirito Santo, Brasil;Ciênc Computação;Cota racial 1,5 salário mínimo;664,51;UFES
Espirito Santo, Brasil;Ciênc Computação;Esc. Pública 1,5 salário mínimo;718,04;UFES
Espirito Santo, Brasil;Ciênc Computação;Escola Pública;765,36;UFES
Espirito Santo, Brasil;Ciênc Econômicas;Ampla concor.;727,11;UFES
Espirito Santo, Brasil;Ciênc Econômicas;Cota racial;647,32;UFES
Espirito Santo, Brasil;Ciênc Econômicas;Cota racial 1,5 salário mínimo;644,1;UFES
Espirito Santo, Brasil;Ciênc Econômicas;Esc. Pública 1,5 salário mínimo;675,19;UFES
Espirito Santo, Brasil;Ciênc Econômicas;Escola Pública;715,45;UFES
Espirito Santo, Brasil;Ciênc Econômicas;PNE racial;654,35;UFES
Espirito Santo, Brasil;Ciências Biológicas;Ampla concor.;706,96;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial;623,1;UFES
Espirito Santo, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;640,83;UFES
Espirito Santo, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;677,76;UFES
Espirito Santo, Brasil;Ciências Biológicas;Escola Pública;707,35;UFES
Espirito Santo, Brasil;Ciências Biológicas;PNE racial;503,34;UFES
Espirito Santo, Brasil;Ciências Sociais;Ampla concor.;664,99;UFES
Espirito Santo, Brasil;Ciências Sociais;Ampla concor.;676,24;UFES
Espirito Santo, Brasil;Ciências Sociais;Cota racial;625,5;UFES
Espirito Santo, Brasil;Ciências Sociais;Cota racial;662,11;UFES
Espirito Santo, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;598,38;UFES
Espirito Santo, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;618,48;UFES
Espirito Santo, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;606,89;UFES
Espirito Santo, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;658,61;UFES
Espirito Santo, Brasil;Ciências Sociais;Escola Pública;647,61;UFES
Espirito Santo, Brasil;Ciências Sociais;Escola Pública;671,27;UFES
Espirito Santo, Brasil;Design;Ampla concor.;723,19;UFES
Espirito Santo, Brasil;Design;Cota racial;658,75;UFES
Espirito Santo, Brasil;Design;Cota racial 1,5 salário mínimo;646,51;UFES
Espirito Santo, Brasil;Design;Esc. Pública 1,5 salário mínimo;702,63;UFES
Espirito Santo, Brasil;Design;Escola Pública;724,35;UFES
Espirito Santo, Brasil;Direito;Ampla concor.;755,73;UFES
Espirito Santo, Brasil;Direito;Cota racial;703,19;UFES
Espirito Santo, Brasil;Direito;Cota racial 1,5 salário mínimo;700,95;UFES
Espirito Santo, Brasil;Direito;Esc. Pública 1,5 salário mínimo;726,48;UFES
Espirito Santo, Brasil;Direito;Escola Pública;747,6;UFES
Espirito Santo, Brasil;Direito;PNE racial;657,14;UFES
Espirito Santo, Brasil;Direito;PNE racial 1,5 salário mínimo;617,25;UFES
Espirito Santo, Brasil;Educação Física;Ampla concor.;649,97;UFES
Espirito Santo, Brasil;Educação Física;Ampla concor.;658,27;UFES
Espirito Santo, Brasil;Educação Física;Cota racial;613,67;UFES
Espirito Santo, Brasil;Educação Física;Cota racial;638,96;UFES
Espirito Santo, Brasil;Educação Física;Cota racial 1,5 salário mínimo;616,35;UFES
Espirito Santo, Brasil;Educação Física;Cota racial 1,5 salário mínimo;620,13;UFES
Espirito Santo, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;635,93;UFES
Espirito Santo, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;655,55;UFES
Espirito Santo, Brasil;Educação Física;Escola Pública;641,59;UFES
Espirito Santo, Brasil;Educação Física;Escola Pública;668,42;UFES
Espirito Santo, Brasil;Educação Física;PNE racial;521,35;UFES
Espirito Santo, Brasil;Educação Física;PNE racial 1,5 salário mínimo;502,92;UFES
Espirito Santo, Brasil;Educação Física;PNE racial 1,5 salário mínimo;556,35;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;Ampla concor.;729,65;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;Cota racial;684,25;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;Cota racial 1,5 salário mínimo;699,93;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;Esc. Pública 1,5 salário mínimo;704,73;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;Escola Pública;733,68;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;PNE racial;589,77;UFES
Espirito Santo, Brasil;Enf. e Obstetrícia;PNE racial 1,5 salário mínimo;608,76;UFES
Espirito Santo, Brasil;Eng da Computação;Ampla concor.;775,75;UFES
Espirito Santo, Brasil;Eng da Computação;Cota racial;671,46;UFES
Espirito Santo, Brasil;Eng da Computação;Cota racial 1,5 salário mínimo;684,33;UFES
Espirito Santo, Brasil;Eng da Computação;Esc. Pública 1,5 salário mínimo;710,63;UFES
Espirito Santo, Brasil;Eng da Computação;Escola Pública;767,35;UFES
Espirito Santo, Brasil;Eng da Computação;PNE racial;639,51;UFES
Espirito Santo, Brasil;Eng de Produção;Ampla concor.;742,21;UFES
Espirito Santo, Brasil;Eng de Produção;Cota racial;650,53;UFES
Espirito Santo, Brasil;Eng de Produção;Cota racial 1,5 salário mínimo;644,19;UFES
Espirito Santo, Brasil;Eng de Produção;Esc. Pública 1,5 salário mínimo;710,61;UFES
Espirito Santo, Brasil;Eng de Produção;Escola Pública;724,55;UFES
Espirito Santo, Brasil;Eng de Produção;PNE racial;633,03;UFES
Espirito Santo, Brasil;Eng de Produção;PNE racial 1,5 salário mínimo;529,85;UFES
Espirito Santo, Brasil;Engenharia Civil;Ampla concor.;745,58;UFES
Espirito Santo, Brasil;Engenharia Civil;Cota racial;692,1;UFES
Espirito Santo, Brasil;Engenharia Civil;Cota racial 1,5 salário mínimo;672,33;UFES
Espirito Santo, Brasil;Engenharia Civil;Esc. Pública 1,5 salário mínimo;712,11;UFES
Espirito Santo, Brasil;Engenharia Civil;Escola Pública;749,29;UFES
Espirito Santo, Brasil;Engenharia Elétrica;Ampla concor.;757,21;UFES
Espirito Santo, Brasil;Engenharia Elétrica;Cota racial;693,61;UFES
Espirito Santo, Brasil;Engenharia Elétrica;Cota racial 1,5 salário mínimo;633,82;UFES
Espirito Santo, Brasil;Engenharia Elétrica;Esc. Pública 1,5 salário mínimo;704,44;UFES
Espirito Santo, Brasil;Engenharia Elétrica;Escola Pública;755,43;UFES
Espirito Santo, Brasil;Engenharia Mecânica;Ampla concor.;747,27;UFES
Espirito Santo, Brasil;Engenharia Mecânica;Cota racial;675,64;UFES
Espirito Santo, Brasil;Engenharia Mecânica;Cota racial 1,5 salário mínimo;618,71;UFES
Espirito Santo, Brasil;Engenharia Mecânica;Esc. Pública 1,5 salário mínimo;726,17;UFES
Espirito Santo, Brasil;Engenharia Mecânica;Escola Pública;715,85;UFES
Espirito Santo, Brasil;Estatística;Ampla concor.;667,14;UFES
Espirito Santo, Brasil;Estatística;Cota racial;625,8;UFES
Espirito Santo, Brasil;Estatística;Cota racial 1,5 salário mínimo;595,73;UFES
Espirito Santo, Brasil;Estatística;Esc. Pública 1,5 salário mínimo;647,32;UFES
Espirito Santo, Brasil;Estatística;Escola Pública;640,74;UFES
Espirito Santo, Brasil;Farmácia;Ampla concor.;730,74;UFES
Espirito Santo, Brasil;Farmácia;Cota racial;686,07;UFES
Espirito Santo, Brasil;Farmácia;Cota racial 1,5 salário mínimo;671,42;UFES
Espirito Santo, Brasil;Farmácia;Esc. Pública 1,5 salário mínimo;717,38;UFES
Espirito Santo, Brasil;Farmácia;Escola Pública;725,05;UFES
Espirito Santo, Brasil;Filosofia;Ampla concor.;656,29;UFES
Espirito Santo, Brasil;Filosofia;Ampla concor.;668,25;UFES
Espirito Santo, Brasil;Filosofia;Cota racial;592,75;UFES
Espirito Santo, Brasil;Filosofia;Cota racial;615,84;UFES
Espirito Santo, Brasil;Filosofia;Cota racial 1,5 salário mínimo;609,44;UFES
Espirito Santo, Brasil;Filosofia;Cota racial 1,5 salário mínimo;617,35;UFES
Espirito Santo, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;620,09;UFES
Espirito Santo, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;648,35;UFES
Espirito Santo, Brasil;Filosofia;Escola Pública;652,21;UFES
Espirito Santo, Brasil;Filosofia;Escola Pública;657,17;UFES
Espirito Santo, Brasil;Física;Ampla concor.;616,36;UFES
Espirito Santo, Brasil;Física;Ampla concor.;654,6;UFES
Espirito Santo, Brasil;Física;Cota racial;552,5;UFES
Espirito Santo, Brasil;Física;Cota racial;598,43;UFES
Espirito Santo, Brasil;Física;Cota racial 1,5 salário mínimo;559,24;UFES
Espirito Santo, Brasil;Física;Cota racial 1,5 salário mínimo;597,22;UFES
Espirito Santo, Brasil;Física;Esc. Pública 1,5 salário mínimo;608,32;UFES
Espirito Santo, Brasil;Física;Esc. Pública 1,5 salário mínimo;628,16;UFES
Espirito Santo, Brasil;Física;Escola Pública;615,93;UFES
Espirito Santo, Brasil;Física;Escola Pública;631,74;UFES
Espirito Santo, Brasil;Física;PNE racial;476,58;UFES
Espirito Santo, Brasil;Física;PNE racial 1,5 salário mínimo;462,74;UFES
Espirito Santo, Brasil;Fisioterapia;Ampla concor.;721,08;UFES
Espirito Santo, Brasil;Fisioterapia;Cota racial;683,95;UFES
Espirito Santo, Brasil;Fisioterapia;Cota racial 1,5 salário mínimo;657,34;UFES
Espirito Santo, Brasil;Fisioterapia;Esc. Pública 1,5 salário mínimo;697,23;UFES
Espirito Santo, Brasil;Fisioterapia;Escola Pública;726,93;UFES
Espirito Santo, Brasil;Fonoaudiologia;Ampla concor.;691,74;UFES
Espirito Santo, Brasil;Fonoaudiologia;Cota racial;657,65;UFES
Espirito Santo, Brasil;Fonoaudiologia;Cota racial 1,5 salário mínimo;636,44;UFES
